source,source_row_id,person_id,reference_year,source_code,level_min,level_max,qa_status,qa_reason
zensus_like_2022,42,P009062,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,43,P046982,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,44,P046447,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,45,P002495,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,46,P026578,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,47,P001668,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,48,P049520,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,49,P018391,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,50,P013316,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,51,P012200,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,52,P003261,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,53,P016646,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,54,P048102,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,55,P017791,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,56,P021596,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,57,P016982,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,58,P013177,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,59,P009702,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,60,P042854,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,61,P035043,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,62,P037197,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,63,P024907,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,64,P022260,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,65,P019399,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,66,P047584,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,67,P015039,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,68,P039412,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,69,P009785,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,70,P029491,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,71,P014491,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,72,P011483,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,73,P033619,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,74,P026535,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,75,P013771,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,76,P044209,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,77,P041044,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,78,P045302,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,79,P046812,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,80,P031007,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,81,P042426,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,82,P003369,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,83,P041874,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,84,P027884,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,85,P002712,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,86,P037605,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,87,P020755,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,88,P048086,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,89,P024982,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,90,P038089,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,91,P011075,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,92,P006353,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,93,P013476,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,94,P043491,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,95,P034798,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,96,P006857,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,97,P007221,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,98,P037938,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,99,P023753,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,100,P023656,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,101,P045842,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,102,P028020,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,103,P048307,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,104,P037285,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,105,P040322,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,106,P031710,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,107,P037169,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,108,P035238,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,109,P000708,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,110,P018667,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,111,P032186,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,112,P014228,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,113,P003608,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,114,P044010,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,115,P028000,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,116,P012729,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,117,P011906,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,118,P018208,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,119,P022596,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,120,P013514,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,121,P037850,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,122,P049500,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,123,P036391,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,124,P043369,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,125,P046026,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,126,P033345,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,127,P030363,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,128,P000675,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,129,P004398,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,130,P030008,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,131,P030844,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,132,P009379,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,133,P022274,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,134,P030339,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,135,P023195,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,136,P013969,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,137,P047993,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,138,P012927,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,139,P012563,2022,,,,flagged,missing_attainment
zensus_like_2022,140,P023012,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,141,P019743,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,142,P021307,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,143,P001876,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,144,P042430,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,145,P007347,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,146,P044314,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,147,P047783,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,148,P017619,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,149,P012585,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,150,P029534,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,151,P000417,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,152,P016260,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,153,P039806,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,154,P017088,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,155,P016908,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,156,P047307,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,157,P000024,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,158,P027141,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,159,P030618,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,160,P023441,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,161,P048851,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,162,P016662,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,163,P025472,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,164,P043354,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,165,P021253,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,166,P011939,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,167,P032351,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,168,P029407,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,169,P005897,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,170,P014497,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,171,P020669,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,172,P001326,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,173,P027613,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,174,P008342,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,175,P041977,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,176,P002041,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,177,P014128,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,178,P048503,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,179,P030542,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,180,P018306,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,181,P047102,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,182,P003553,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,183,P008305,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,184,P049666,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,185,P031017,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,186,P044526,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,187,P038765,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,188,P048500,2022,UNKNOWN_CODE,,,rejected,unknown_source_code
zensus_like_2022,189,P005319,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,190,P047074,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,191,P028408,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,192,P018981,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,193,P044537,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,194,P049173,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,195,P019019,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,196,P007838,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,197,P005136,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,198,P013683,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,199,P046667,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,200,P029906,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,201,P025582,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,202,P028975,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,203,P019603,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,204,P008675,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,205,P000356,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,206,P035302,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,207,P042248,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,208,P048174,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,209,P041615,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,210,P037374,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,211,P006859,2022,UNKNOWN_CODE,,,rejected,unknown_source_code
zensus_like_2022,212,P035194,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,213,P018742,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,214,P007121,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,215,P047185,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,216,P010472,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,217,P045512,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,218,P016178,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,219,P012049,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,220,P010289,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,221,P040229,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,222,P013778,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,223,P046492,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,224,P044969,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,225,P048461,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,226,P040056,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,227,P033429,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,228,P031373,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,229,P029597,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,230,P027820,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,231,P038879,2021,SCHOOL,2,2,rejected,invalid_reference_year
zensus_like_2022,232,P040550,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,233,P014401,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,234,P016289,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,235,P016942,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,236,P035189,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,237,P036006,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,238,P013081,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,239,P004353,2022,VOC_POSTSEC,3,3,rejected,duplicate_person_year
zensus_like_2022,240,P030727,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,241,P032832,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,242,P033874,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,243,P040423,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,244,P015147,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,245,P045984,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,246,P049065,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,247,P013000,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,248,P017726,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,249,P046405,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,250,P040938,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,251,P000717,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,252,P003383,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,253,P022255,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,254,P032668,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,255,P029973,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,256,P049854,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,257,P049990,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,258,P012163,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,259,P025479,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,260,P046412,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,261,P026610,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,262,P001191,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,263,P000667,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,264,P019875,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,265,P015450,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,266,P005809,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,267,P042847,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,268,P023704,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,269,P007348,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,270,P029677,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,271,P029015,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,272,P035650,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,273,P035288,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,274,P014547,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,275,P029913,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,276,P009343,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,277,P030898,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,278,P044957,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,279,P028370,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,280,P000633,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,281,P041517,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,282,P031200,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,283,P030244,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,284,P037220,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,285,P038735,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,286,P028692,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,287,P006522,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,288,P040170,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,289,P043747,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,290,P001247,2022,,,,flagged,missing_attainment
zensus_like_2022,291,P042083,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,292,P000601,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,293,P014060,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,294,P037862,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,295,P009078,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,296,P022789,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,297,P009725,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,298,P008564,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,299,P034378,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,300,P029428,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,301,P027429,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,302,P014043,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,303,P016401,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,304,P015840,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,305,P000412,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,306,P007317,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,307,P020811,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,308,P045735,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,309,P022111,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,310,P006175,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,311,P004157,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,312,P026099,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,313,P009566,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,314,P048882,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,315,P042184,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,316,P024534,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,317,P024584,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,318,P033773,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,319,P029121,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,320,P028808,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,321,P015696,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,322,P027566,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,323,P046549,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,324,P002223,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,325,P005091,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,326,P031786,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,327,P010055,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,328,P016191,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,329,P033753,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,330,P016117,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,331,P008321,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,332,P034113,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,333,P003038,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,334,P011021,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,335,P035054,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,336,P017076,2022,SCHOOL,2,2,usable,valid_evidence
